offer_id,title,job,city_id,company_id,date_id,source,contract_time,category,salary_min,salary_max,salary_avg,has_salary
35,Staff Data Engineer,Data-Analyst/in,6,29,20260716,Bundesagentur,,,,,,False
36,Cabin Trend Research & Data Analyst für AIRBUS,Data-Analyst/in,6,30,20260729,Bundesagentur,,,,,,False
37,Big Data Analytics,Data-Analyst/in,6,7,20250211,Bundesagentur,,,,,,False
38,Supply Chain Analyst (d/f/m) AIRBUS,Supply-Chain-Manager/in,6,31,20260801,Bundesagentur,,,,,,False
39,Business Data Analyst - Schwerpunk Netzführung und Netzwirtschaft*,Berufsspezialist/in - Datenanalyse,10,32,20260727,Bundesagentur,,,,,,False
40,BI Analyst - Qlik Sense,Informatiker/in,6,33,20260720,Bundesagentur,,,,,,False
41,(Junior) Data Engineer Waffensystemdaten,Data Engineer,6,34,20260624,Bundesagentur,,,,,,False
42,Senior Qlik Sense Analyst on-prem militärischer Schiffbau,Data-Analyst/in,6,35,20260801,Bundesagentur,,,,,,False
43,Trend Researcher Aircraft Cabins (m/f/w) for AIRBUS,Data-Analyst/in,6,36,20260729,Bundesagentur,,,,,,False
44,Senior- Qlik Sense-Analyst,Business-Analyst/in,6,37,20260708,Bundesagentur,,,,,,False
45,Lead Cost Analyst Offshore Wind,Finanzwirt/in,6,38,20260729,Bundesagentur,,,,,,False
46,Senior Financial Analyst (m/f/d),Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,6,39,20260415,Bundesagentur,,,,,,False
47,Financial Analyst- Controlling Rotation Program,Finanzwirt/in,6,39,20260727,Bundesagentur,,,,,,False
48,Financial Analyst - Controlling Rotation Program,Betriebswirt/in (Fachschule) - Finanzen und Investment/Bachelor Professional in Wirtschaft,6,39,20260721,Bundesagentur,,,,,,False
49,Data Analyst,IT-Forensiker/in,5,40,20251109,Bundesagentur,,,,,,False
50,Big Data Analyst,Data Engineer,5,3,20250613,Bundesagentur,,,,,,False
51,HR Controller / HR Data Analyst,Mathematiker/in,5,41,20260410,Bundesagentur,,,,,,False
52,Big Data Analyst,Informatiker/in,5,7,20250211,Bundesagentur,,,,,,False
53,Data Architect - Microsoft Fabric,Data-Analyst/in,5,42,20260730,Bundesagentur,,,,,,False
54,Zwei Data Analysts im Bereich Finanzaufsicht,Data-Analyst/in,5,43,20260720,Bundesagentur,,,,,,False
55,Big Data Analytics,Data-Analyst/in,5,7,20250211,Bundesagentur,,,,,,False
56,#14707  Client Reporting Analyst (m/f/d),Data Engineer,5,44,20260729,Bundesagentur,,,,,,False
57,Senior Associate Treasury Analyst (m/f/d),Assistent/in/Fachkraft - Rechnungswesen,5,45,20260707,Bundesagentur,,,,,,False
58,Data Scientist / Analyst prüfungsnahe Beratung - Quants-Assurance (Financial Services),Mathematiker/in,5,46,20250611,Bundesagentur,,,,,,False
59,Client Reporting Analyst (m/f/d),Betriebswirt/in (Fachschule) - Bank,5,47,20260730,Bundesagentur,,,,,,False
60,SAMSUNG - Specialist Retail Analytics,Data-Analyst/in,5,48,20260619,Bundesagentur,,,,,,False
61,(Senior) Analytics Berater (SAP BDC inkl. SAC & Datasphere),Data-Analyst/in,5,49,20260629,Bundesagentur,,,,,,False
62,Strategic Pricing & Network Analyst (m/f/d),Kaufmann/-frau - Spedition und Logistikdienstleistung,5,50,20260725,Bundesagentur,,,,,,False
63,Lead-Business-Functional-Analyst---Risk,Betriebswirt/in (Hochschule),5,51,20260409,Bundesagentur,,,,,,False
64,Marketing Analytics Lead (Tracking & Attribution),Data Engineer,1,52,20260630,Bundesagentur,,,,,,False
65,"Analytical Consultant, Digital First",Digital-Analyst/in,5,53,20260723,Bundesagentur,,,,,,False
66,Manager Controlling,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,5,54,20260710,Bundesagentur,,,,,,False
67,Zwei Data Analysts im Bereich Finanzaufsicht,Business-Analyst/in,5,55,20260722,Bundesagentur,,,,,,False
68,NTT DATA Deutschland SE: Deal Maker (w/m/x),Beteiligungsmanager/in,5,56,20260729,Bundesagentur,,,,,,False
69,"Data Scientist, Frankfurt",Data-Warehouse-Analyst/in,5,57,20260219,Bundesagentur,,,,,,False
70,NTT DATA Deutschland SE: Senior Business Analyst - Core Insurance (m/w/x) Guidewire & Business Proce,IT-Lösungsentwickler/in,5,56,20260729,Bundesagentur,,,,,,False
71,Data Strategist mit Fokus Regulatory,Wirtschaftsinformatiker/in (Hochschule),5,58,20260708,Bundesagentur,,,,,,False
72,Key Account Manager – Data & Analytics-Lösungen,IT-Projektkoordinator/in,5,59,20260708,Bundesagentur,,,,,,False
73,"Software Developer Python (all genders), Berlin",Softwareentwickler/in,2,60,20260716,Bundesagentur,,,,,,False
74,"Senior Full Stack Developer (Python, Azure & AI)",Fullstack-Entwickler/in,2,46,20260702,Bundesagentur,,,,,,False
75,Senior Python Engineer [m/w/d] - 100% Remote,Web Developer,2,61,20260529,Bundesagentur,,,,,,False
76,Python / LangChain / KI Entwickler [m/w/d] - 100% Remote,Web Developer,2,61,20260529,Bundesagentur,,,,,,False
77,Senior AI Developer,KI-Engineer,2,62,20251219,Bundesagentur,,,,,,False
78,Full Stack Developer Django/Vue.js,Softwareentwickler/in,2,63,20260728,Bundesagentur,,,,,,False
79,Software Developer* Cloud-Technologien,Softwareentwickler/in,2,64,20250522,Bundesagentur,,,,,,False
80,Werkstudent Fullstack Developer Django/Vue.js,Softwareentwickler/in,2,63,20260728,Bundesagentur,,,,,,False
81,Senior Full Stack Developer,Fullstack-Entwickler/in,2,65,20250522,Bundesagentur,,,,,,False
82,JetBrains C/C++ Developer Advocate (m/f/d),Softwareentwickler/in,2,4,20260709,Bundesagentur,,,,,,False
83,(Junior) Developer Automation RPA |,Prozessmanager/in - RPA,2,66,20240424,Bundesagentur,,,,,,False
84,Lead Software Developer (w|m|d),Softwareentwickler/in,2,67,20260708,Bundesagentur,,,,,,False
85,"Senior Software Developer für Mess-, Prüf- und Montagesysteme Berlin +1 EXT INT",Ingenieur/in - technische Informatik,2,68,20260617,Bundesagentur,,,,,,False
86,"Senior Full Stack Developer (Python, Azure & AI)",Fullstack-Entwickler/in,6,46,20260702,Bundesagentur,,,,,,False
87,Senior Python Engineer [m/w/d] - 100% Remote,Web Developer,6,61,20260529,Bundesagentur,,,,,,False
88,Python / LangChain / KI Entwickler [m/w/d] - 100% Remote,Web Developer,6,61,20260529,Bundesagentur,,,,,,False
89,Data Developer*,Entwickler/in - Datenvisualisierung,10,32,20260727,Bundesagentur,,,,,,False
90,CFD Software Developer,Softwareentwickler/in,6,69,20260604,Bundesagentur,,,,,,False
91,Senior AI Developer,KI-Engineer,6,62,20251219,Bundesagentur,,,,,,False
92,Software Developer* Cloud-Technologien,Softwareentwickler/in,6,64,20250522,Bundesagentur,,,,,,False
93,"Senior Full Stack Developer (Python, Azure & AI)",Fullstack-Entwickler/in,5,46,20260702,Bundesagentur,,,,,,False
94,Software Developer (m/f/d),Ingenieur/in - Elektrotechnik,5,70,20260721,Bundesagentur,,,,,,False
95,474/B - Softwarearchitekt Developer Experience,Software-Architect,5,41,20260731,Bundesagentur,,,,,,False
96,IT Trainee - Software Engineer/Developer,Informatiker/in,5,71,20260731,Bundesagentur,,,,,,False
97,Backend Developer (m/w/div.),Backend-Entwickler/in,7,72,20260619,Bundesagentur,,,,,,False
98,Lead Software Developer (w|m|d),Softwareentwickler/in,5,67,20260708,Bundesagentur,,,,,,False
99,Softwareentwickler mit Verantwortung im Qualitätsmanagement (Medizinprodukte),Medizininformatiker/in,5,73,20260723,Bundesagentur,,,,,,False
100,Data Engineer,Data Engineer,2,7,20250210,Bundesagentur,,,,,,False
101,Data Engineer,Datenbankentwickler/in,2,74,20260703,Bundesagentur,,,,,,False
102,Cloud Data Engineer,Data Engineer,2,75,20260720,Bundesagentur,,,,,,False
103,Data Engineer (d/m/w),Data Engineer,2,76,20260716,Bundesagentur,,,,,,False
104,Data Engineer,Data Scientist,2,6,20260129,Bundesagentur,,,,,,False
105,Data Engineer - Fintech - remote,Data Engineer,2,77,20260709,Bundesagentur,,,,,,False
106,Data Engineer - Berlin,Datenbankentwickler/in,2,78,20260729,Bundesagentur,,,,,,False
107,Data Engineer* / Machine Learning Engineer*,Data Engineer,2,64,20250522,Bundesagentur,,,,,,False
108,Azure Data Platform Engineer,Data Engineer,2,79,20260714,Bundesagentur,,,,,,False
109,Data Center Operations Engineer,Data Engineer,2,80,20260722,Bundesagentur,,,,,,False
110,KI Data Engineer,Datenbankentwickler/in,2,81,20260703,Bundesagentur,,,,,,False
111,Cloud Data Engineer,IT-Systemadministrator/in,2,82,20260703,Bundesagentur,,,,,,False
112,Data Engineer  – KI-Anwendungsentwicklung und Datenanalyseplattformen,Data Engineer,2,83,20260323,Bundesagentur,,,,,,False
113,Senior Data Engineer* Microsoft Fabric,Data Engineer,2,64,20260615,Bundesagentur,,,,,,False
114,Senior Data Engineer* / Machine Learning Engineer*,Data Engineer,2,64,20250522,Bundesagentur,,,,,,False
115,(Senior) Data Migration Engineer Schwerpunkt Teamcenter,Data Engineer,2,84,20260724,Bundesagentur,,,,,,False
116,Senior Software Engineer Data (m/w/d/x),Data Engineer,2,85,20260712,Bundesagentur,,,,,,False
117,"Data Engineer (all genders), Berlin",Data Engineer,2,60,20260622,Bundesagentur,,,,,,False
118,Technical Data Engineer – ASD-Stammdaten / ILS,Data Engineer,2,34,20260723,Bundesagentur,,,,,,False
119,(Junior) Data Engineer (m/f/d),Datenbankentwickler/in,2,86,20260703,Bundesagentur,,,,,,False
120,Senior Data Engineer - Berlin,IT-Systemadministrator/in,2,78,20260720,Bundesagentur,,,,,,False
121,Data Engineer - Digital Health Excellence Center,Data Engineer,2,87,20260126,Bundesagentur,,,,,,False
122,Data Migration Engineer,Berufsspezialist/in - Softwareentwicklung,2,88,20260708,Bundesagentur,,,,,,False
123,Berater Snowflake Data Engineer - AI & Data,Informatiker/in,2,87,20260722,Bundesagentur,,,,,,False
124,Data Engineer,Data Engineer,6,89,20260729,Bundesagentur,,,,,,False
125,Data Engineer,Data Engineer,6,7,20250210,Bundesagentur,,,,,,False
126,Staff Data Engineer,Data Engineer,6,90,20260708,Bundesagentur,,,,,,False
127,Data Engineer,Datenbankentwickler/in,6,91,20260703,Bundesagentur,,,,,,False
128,Data Engineer,Informatiker/in,6,92,20260729,Bundesagentur,,,,,,False
129,Data Engineer (all genders),Data Engineer,6,25,20260714,Bundesagentur,,,,,,False
130,(Senior) Data/Analytics Engineer,Data Engineer,6,90,20260717,Bundesagentur,,,,,,False
131,Data Engineer* / Machine Learning Engineer*,Data Engineer,6,64,20250522,Bundesagentur,,,,,,False
132,(Senior) Data/Analytics Engineer,Data Engineer,6,29,20260716,Bundesagentur,,,,,,False
133,Data Engineer - Fintech - remote,Data Engineer,6,77,20260709,Bundesagentur,,,,,,False
134,Data Engineer SAS Base,Data Engineer,6,92,20260713,Bundesagentur,,,,,,False
135,KI Data Engineer,Datenbankentwickler/in,6,81,20260703,Bundesagentur,,,,,,False
136,IT-Anwendungsentwickler / Data Engineer,Data Engineer,6,92,20260409,Bundesagentur,,,,,,False
137,Azure Data Platform Engineer,Data Engineer,6,79,20260714,Bundesagentur,,,,,,False
138,Senior Data Engineer,Data-Consultant,6,93,20260605,Bundesagentur,,,,,,False
139,Senior Data Engineer* Microsoft Fabric,Data Engineer,6,64,20260615,Bundesagentur,,,,,,False
140,Senior Data Engineer* / Machine Learning Engineer*,Data Engineer,6,64,20250522,Bundesagentur,,,,,,False
141,(Senior) Data Migration Engineer Schwerpunkt Teamcenter,Data Engineer,6,84,20260724,Bundesagentur,,,,,,False
142,Data Engineer - Digital Health Excellence Center,Data Engineer,6,87,20260126,Bundesagentur,,,,,,False
143,Data Engineer / Machine Learning Engineer,Datenbankentwickler/in,6,26,20260710,Bundesagentur,,,,,,False
144,(Junior) Data Engineer (m/f/d),Datenbankentwickler/in,6,86,20260703,Bundesagentur,,,,,,False
145,Data Engineer (all genders),Datenbankentwickler/in,6,94,20260703,Bundesagentur,,,,,,False
146,Data Analytics Engineer,Business-Analyst/in,6,26,20260703,Bundesagentur,,,,,,False
147,Data Engineer,Data Engineer,5,7,20250210,Bundesagentur,,,,,,False
148,Principal Data Engineer,Data Engineer,5,58,20260717,Bundesagentur,,,,,,False
149,Senior Data Engineer,Data Engineer,5,58,20260708,Bundesagentur,,,,,,False
150,Azure Data Platform Engineer,Data Engineer,5,79,20260714,Bundesagentur,,,,,,False
151,KI Data Engineer,Datenbankentwickler/in,5,81,20260703,Bundesagentur,,,,,,False
152,(Senior) Data Migration Engineer Schwerpunkt Teamcenter,Data Engineer,5,84,20260724,Bundesagentur,,,,,,False
153,Cloud Data Engineer,IT-Systemadministrator/in,5,82,20260703,Bundesagentur,,,,,,False
154,Data Platform Engineer,Wirtschaftsinformatiker/in (Hochschule),5,41,20260714,Bundesagentur,,,,,,False
155,Data Platform Engineer,Datenbankentwickler/in,5,95,20260717,Bundesagentur,,,,,,False
156,Data Engineer / Software Entwickler *,Anwendungsprogrammierer/in,9,96,20260703,Bundesagentur,,,,,,False
157,Data Engineer - Digital Health Excellence Center,Data Engineer,5,87,20260126,Bundesagentur,,,,,,False
158,392/B - Data Platform Engineer,Softwareentwickler/in,5,41,20260714,Bundesagentur,,,,,,False
159,Datacenter Engineer / Techniker,Data Engineer,5,97,20260730,Bundesagentur,,,,,,False
160,Berater Snowflake Data Engineer - AI & Data,Informatiker/in,5,87,20260722,Bundesagentur,,,,,,False
161,"Senior Data Engineer/ Fokus Snowflake, Infomotion GmbH",Data Engineer,5,59,20260219,Bundesagentur,,,,,,False
162,Data & AI Platform Expert w/m/d,Data Engineer,5,98,20260721,Bundesagentur,,,,,,False
163,Data Management Consultant / Data Engineer,IT-Berater/in,5,99,20260703,Bundesagentur,,,,,,False
164,Junior Consultant Big Data Engineer,IT-Berater/in,5,100,20260703,Bundesagentur,,,,,,False
165,Senior Data Engineer/ Fokus Snowflake,IT-Projektkoordinator/in,5,59,20260708,Bundesagentur,,,,,,False
166,NTT DATA Deutschland SE: Senior Data Architect (w/m/x),Software-Architect,5,56,20260727,Bundesagentur,,,,,,False
167,Data Centre Critical Facilities Engineer,Elektroniker/in - Energie- und Gebäudetechnik,5,101,20250117,Bundesagentur,,,,,,False
168,Senior Data Warehouse Engineer & Architect (Oracle) m/w/d,IT-Projektkoordinator/in,5,102,20260726,Bundesagentur,,,,,,False
169,Data Architect - Digital Health Excellence Center,Data Engineer,5,87,20260126,Bundesagentur,,,,,,False
170,Machine Learning,Informatiker/in,2,7,20250210,Bundesagentur,,,,,,False
171,Machine Learning Entwickler:in,Mathematiker/in,2,7,20250210,Bundesagentur,,,,,,False
172,Principal Machine Learning Scientist (alle Gechlechter),Machine Learning Engineer,2,103,20260612,Bundesagentur,,,,,,False
173,Principal Machine Learning Scientist (alle Geschlechter),Machine Learning Engineer,2,103,20260519,Bundesagentur,,,,,,False
174,Machine Learning Engineer (all genders),IT-Systemadministrator/in,2,104,20260703,Bundesagentur,,,,,,False
175,AS-2026-128: Mitarbeiter/in Bereich Anwendungsentwicklung mit Schwerpunkt Machine Learning,Verwaltungsangestellte/r - höherer Dienst,2,105,20260717,Bundesagentur,,,,,,False
176,Senior Machine Learning Scientist / Data Engineer - Logistics Algorithms (all genders),Data Scientist,2,10,20260716,Bundesagentur,,,,,,False
177,AI Engineer (f/m/x) - Berlin - Hybrid,Machine Learning Engineer,2,106,20260802,Bundesagentur,,,,,,False
178,WL-1 QA Engineer,Machine Learning Engineer,2,107,20260324,Bundesagentur,,,,,,False
179,"Staff Forward Deployed Engineer, GenAI, Google Cloud",Machine Learning Engineer,2,53,20260616,Bundesagentur,,,,,,False
180,mgm technology partners GmbH: Softwareentwickler KI & Automatisierung,KI-Engineer,2,108,20260728,Bundesagentur,,,,,,False
181,NTT DATA Deutschland SE: Senior AI & GenAI Architect (w/m/x),Software-Architect,2,56,20260726,Bundesagentur,,,,,,False
182,Reinforcement Learning,Informatiker/in,2,7,20250127,Bundesagentur,,,,,,False
183,"Home Office Dozent für strategisches KI-Management,Hamburg,Oldenburg,Han...",Machine Learning Engineer,2,109,20260702,Bundesagentur,,,,,,False
184,Student Assistant with a focus on Machine Learning or Data Science (m/f/d) up to 19 hours per week,Wissenschaftliche/r Mitarbeiter/in,2,110,20260714,Bundesagentur,,,,,,False
185,Principal ML Engineer (Agentic AI)-Vendor Data Team,Machine Learning Engineer,2,111,20260623,Bundesagentur,,,,,,False
186,AI Systems Platform Development Engineer (40 hours/week),KI-Engineer,2,112,20260707,Bundesagentur,,,,,,False
187,Senior Applied Scientist - Demand Forecast (all genders),Data Scientist,2,10,20260801,Bundesagentur,,,,,,False
188,Senior ML Engineer (JetBrains Research) (m/f/d),Softwareentwickler/in,2,4,20260708,Bundesagentur,,,,,,False
189,Senior Applied Scientist - Agentic AI (all genders),Data Scientist,2,10,20260730,Bundesagentur,,,,,,False
190,Fachinformatiker - Daten- und Prozessanalyse,Fachinformatiker/in - Daten- und Prozessanalyse,2,113,20260709,Bundesagentur,,,,,,False
191,Softwarearchitekt:in GIS,Software-Architect,2,14,20260730,Bundesagentur,,,,,,False
192,Machine Learning,Informatiker/in,6,7,20250210,Bundesagentur,,,,,,False
193,Machine Learning Entwickler:in,Mathematiker/in,6,7,20250210,Bundesagentur,,,,,,False
194,Senior Machine Learning Expert (all genders),Machine Learning Engineer,6,25,20260710,Bundesagentur,,,,,,False
195,Machine Learning Engineer (all genders),IT-Systemadministrator/in,6,104,20260703,Bundesagentur,,,,,,False
196,Senior Machine Learning Expert (all genders),Data Scientist,6,114,20260713,Bundesagentur,,,,,,False
197,Learning Experience Designer,KI-Manager/in,6,115,20260401,Bundesagentur,,,,,,False
198,AI Engineering Lead - Hybrid,Machine Learning Engineer,6,116,20260729,Bundesagentur,,,,,,False
199,"Staff Forward Deployed Engineer, GenAI, Google Cloud",Machine Learning Engineer,6,53,20260616,Bundesagentur,,,,,,False
200,mgm technology partners GmbH: Softwareentwickler KI & Automatisierung,KI-Engineer,6,108,20260728,Bundesagentur,,,,,,False
201,NTT DATA Deutschland SE: Senior AI & GenAI Architect (w/m/x),Software-Architect,6,56,20260726,Bundesagentur,,,,,,False
202,Reinforcement Learning,Informatiker/in,6,7,20250127,Bundesagentur,,,,,,False
203,"Home Office Dozent für strategisches KI-Management,Hamburg,Oldenburg,Han...",Machine Learning Engineer,6,109,20260702,Bundesagentur,,,,,,False
204,Forschungsingenieur im Vessel LAB,Ingenieur/in - Schiffsbetriebstechnik,6,117,20260803,Bundesagentur,,,,,,False
205,(Senior) Consultant Data Science - AI and Data,Informatiker/in,6,87,20260623,Bundesagentur,,,,,,False
206,Berater AI Operationalization MLOps - AI & Data,Informatiker/in,6,87,20250602,Bundesagentur,,,,,,False
207,Berater im Projektmanagement im öffentlichen Sektor - Business Transformation,Wirtschaftsingenieur/in,6,87,20250818,Bundesagentur,,,,,,False
208,Berater Supply Chain Planning - Supply Chain & Operations,Betriebswirt/in (Hochschule),6,87,20250418,Bundesagentur,,,,,,False
209,(Senior) Consultant Technology Transformation - Data & AI (Financial Services),Wirtschaftsinformatiker/in (Hochschule),6,87,20260223,Bundesagentur,,,,,,False
210,(Senior) Consultant Digital Risk (Financial Services),Wirtschaftsinformatiker/in (Hochschule),6,87,20250610,Bundesagentur,,,,,,False
211,(Senior) Consultant Digital Engineering & Emerging Technologies (Financial Services),Informatiker/in,6,87,20260617,Bundesagentur,,,,,,False
212,(Senior) Manager Data & Analytics - Consulting (Financial Services),Wirtschaftsinformatiker/in (Hochschule),6,87,20260113,Bundesagentur,,,,,,False
213,Machine Learning,Informatiker/in,5,7,20250210,Bundesagentur,,,,,,False
214,Machine Learning Entwickler:in,Mathematiker/in,5,7,20250210,Bundesagentur,,,,,,False
215,"AI Innovation Engineer, Google Cloud",Machine Learning Engineer,5,53,20260616,Bundesagentur,,,,,,False
216,"AI Innovation Engineer, Deutsche Borse Group, Google Cloud",Machine Learning Engineer,5,53,20260611,Bundesagentur,,,,,,False
217,NTT DATA Deutschland SE: Senior AI & GenAI Architect (w/m/x),Software-Architect,5,56,20260726,Bundesagentur,,,,,,False
218,Reinforcement Learning,Informatiker/in,5,7,20250127,Bundesagentur,,,,,,False
219,"Home Office Dozent für strategisches KI-Management,Hamburg,Oldenburg,Han...",Machine Learning Engineer,5,109,20260702,Bundesagentur,,,,,,False
220,Projektmanager – Künstliche Intelligenz im Gesundheitswesen,Bachelor Professional - Künstliche Intelligenz und Maschinelles Lernen,5,118,20260717,Bundesagentur,,,,,,False
221,Senior SW Engineer,Fachinformatiker/in - Anwendungsentwicklung,5,119,20260630,Bundesagentur,,,,,,False
222,Praktikant*in im Bereich Big Data & Advanced Analytics - Data Scientist,Informatiker/in,5,71,20260713,Bundesagentur,,,,,,False
223,Senior IT Expert Plattform Automation,IT-Manager/in,5,119,20251218,Bundesagentur,,,,,,False
224,Business Analyst KI-Projekte und KI-Agenten (w|m|d),Business-Analyst/in,5,67,20251114,Bundesagentur,,,,,,False
225,(Senior) Consultant Data Science - AI and Data,Informatiker/in,5,87,20260623,Bundesagentur,,,,,,False
226,Lead IT Expert DevOps & Platform Engineering,IT-Manager/in,5,119,20251218,Bundesagentur,,,,,,False
227,IT Expert DevOps / Platform Engineering,IT-Manager/in,5,119,20250919,Bundesagentur,,,,,,False
228,Berater AI Operationalization MLOps - AI & Data,Informatiker/in,5,87,20250602,Bundesagentur,,,,,,False
229,Duales Studium Finance and Management,Not provided,1,120,20260619,Bundesagentur,,,,,,False
230,AI Engineer (w|m|d),Data Scientist,5,67,20230330,Bundesagentur,,,,,,False
231,Senior AI Scientist,Informatiker/in,5,119,20260413,Bundesagentur,,,,,,False
232,Consultant AI Strategy & Performance Management (w|m|d),IT-Berater/in,5,67,20260318,Bundesagentur,,,,,,False
233,Data Science und Künstliche Intelligenz (B.Sc.) 2027,Not provided,5,121,20260623,Bundesagentur,,,,,,False
234,Berater im Projektmanagement im öffentlichen Sektor - Business Transformation,Wirtschaftsingenieur/in,5,87,20250818,Bundesagentur,,,,,,False
235,Berater Supply Chain Planning - Supply Chain & Operations,Betriebswirt/in (Hochschule),5,87,20250418,Bundesagentur,,,,,,False
236,(Senior) Consultant Technology Transformation - Data & AI (Financial Services),Wirtschaftsinformatiker/in (Hochschule),5,87,20260223,Bundesagentur,,,,,,False
237,Software Engineer,Softwareentwickler/in,2,122,20260729,Bundesagentur,,,,,,False
238,Software Engineer,Ingenieur/in - Systems Engineering,2,123,20260802,Bundesagentur,,,,,,False
239,Senior Software Engineer,Anwendungsprogrammierer/in,2,124,20260801,Bundesagentur,,,,,,False
240,Software Engineer,Softwareentwickler/in,2,125,20260526,Bundesagentur,,,,,,False
241,Software Engineer* für Datenprojekte,Data Engineer,2,64,20250522,Bundesagentur,,,,,,False
242,FullStack Software Engineer,Anwendungsprogrammierer/in,2,126,20260716,Bundesagentur,,,,,,False
243,Software Engineer - Security,Softwareentwickler/in,2,127,20260717,Bundesagentur,,,,,,False
244,Senior Software Engineer,Softwareentwickler/in,2,128,20260626,Bundesagentur,,,,,,False
245,Software Engineer – Fullstack,Fullstack-Entwickler/in,2,127,20260717,Bundesagentur,,,,,,False
246,Software Engineer Full Stack,Informatiker/in,2,119,20260803,Bundesagentur,,,,,,False
247,B98-C10	Software Engineer,Softwareentwickler/in,2,129,20260731,Bundesagentur,,,,,,False
248,Embedded Software Engineer,Anwendungsprogrammierer/in,2,130,20260703,Bundesagentur,,,,,,False
249,Software und Platform Engineer,IT-Lösungsentwickler/in,2,131,20260730,Bundesagentur,,,,,,False
250,Fullstack Software Engineer - Go/PHP,Anwendungsprogrammierer/in,2,78,20260718,Bundesagentur,,,,,,False
251,B60-C03 Software-Engineer,IT-Systemplaner/in,2,129,20260728,Bundesagentur,,,,,,False
252,Software QA-Engineer,IT-Qualitätssicherungskoordinator/in,2,132,20260703,Bundesagentur,,,,,,False
253,Senior Software Engineer Microservices,Softwareentwickler/in,2,119,20260715,Bundesagentur,,,,,,False
254,SAP Entwickler / IT Software Engineer,Anwendungsprogrammierer/in,2,133,20260725,Bundesagentur,,,,,,False
